customer_id,bill_period_end,bill_amount,usage_m3,due_date
C100848,2025-02-28,50.31,,2025-03-14
C100848,2025-03-31,48.24,,2025-04-14
C100848,2025-04-30,49.51,,2025-05-14
C100848,2025-05-31,49.01,,2025-06-14
C100848,2025-06-30,48.56,,2025-07-14
C100848,2025-07-31,49.19,,2025-08-14
C100848,2025-08-31,49.11,,2025-09-14
C100848,2025-09-30,50.05,,2025-10-14
C100848,2025-10-31,49.28,,2025-11-14
C100848,2025-11-30,49.89,,2025-12-14
C100848,2025-12-31,49.63,,2026-01-14
C100849,2022-01-31,42.31,12.26,2022-02-14
C100849,2022-02-28,34.61,9.35,2022-03-14
C100849,2022-03-31,46.51,14.76,2022-04-14
C100849,2022-04-30,36.73,9.65,2022-05-14
C100849,2022-05-31,40.75,11.99,2022-06-14
C100849,2022-06-30,29.41,6.72,2022-07-14
C100849,2022-07-31,37.92,10.76,2022-08-14
C100849,2022-08-31,40.15,11.7,2022-09-14
C100849,2022-09-30,36.48,10.3,2022-10-14
C100849,2022-10-31,42.69,12.59,2022-11-14
C100849,2022-11-30,34.48,8.83,2022-12-14
C100849,2022-12-31,42.19,11.98,2023-01-14
C100849,2023-01-31,31.23,7.15,2023-02-14
C100849,2023-02-28,39.91,11.19,2023-03-14
C100849,2023-03-31,33.48,8.63,2023-04-14
C100849,2023-04-30,36.83,9.96,2023-05-14
C100849,2023-05-31,43.62,12.76,2023-06-14
C100849,2023-06-30,43.21,13.14,2023-07-14
C100849,2023-07-31,29.32,6.6,2023-08-14
C100849,2023-08-31,41.65,12.08,2023-09-14
C100849,2023-09-30,43.07,12.8,2023-10-14
C100849,2023-10-31,39.28,10.87,2023-11-14
C100849,2023-11-30,46.66,13.77,2023-12-14
C100849,2023-12-31,36.87,9.8,2024-01-14
C100849,2024-01-31,34.97,9.65,2024-02-14
C100849,2024-02-29,36.47,9.57,2024-03-14
C100849,2024-03-31,41.02,12.23,2024-04-14
C100849,2024-04-30,36.42,9.9,2024-05-14
C100849,2024-05-31,33.48,8.13,2024-06-14
C100849,2024-06-30,31.33,7.99,2024-07-14
C100849,2024-07-31,35.43,9.31,2024-08-14
C100849,2024-08-31,30.96,7.6,2024-09-14
C100849,2024-09-30,40.71,11.19,2024-10-14
C100849,2024-10-31,42.77,12.87,2024-11-14
C100849,2024-11-30,44.14,12.85,2024-12-14
C100849,2024-12-31,55.17,17.98,2025-01-14
C100849,2025-01-31,41.64,11.95,2025-02-14
C100849,2025-02-28,47.86,14.99,2025-03-14
C100849,2025-03-31,38.12,10.96,2025-04-14
C100849,2025-04-30,35.85,9.48,2025-05-14
C100849,2025-05-31,35.97,9.98,2025-06-14
C100849,2025-06-30,36.74,9.78,2025-07-14
C100849,2025-07-31,34.19,9.05,2025-08-14
C100849,2025-08-31,29.57,7.1,2025-09-14
C100849,2025-09-30,30.74,7.55,2025-10-14
C100849,2025-10-31,42.57,12.73,2025-11-14
C100849,2025-11-30,41.49,12.52,2025-12-14
C100849,2025-12-31,48.76,15.2,2026-01-14
C100850,2022-01-31,37.01,9.95,2022-02-14
C100850,2022-02-28,35.69,9.63,2022-03-14
C100850,2022-03-31,31.64,7.78,2022-04-14
C100850,2022-04-30,41.25,12.55,2022-05-14
C100850,2022-05-31,30.88,7.75,2022-06-14
C100850,2022-06-30,33.61,9.35,2022-07-14
C100850,2022-07-31,35.43,9.97,2022-08-14
C100850,2022-08-31,27.8,6.07,2022-09-14
C100850,2022-09-30,40.05,11.43,2022-10-14
C100850,2022-10-31,42.09,12.44,2022-11-14
C100850,2022-11-30,39.11,11.19,2022-12-14
C100850,2022-12-31,38.4,10.61,2023-01-14
C100850,2023-01-31,37.63,10.85,2023-02-14
C100850,2023-02-28,44.51,14.26,2023-03-14
C100850,2023-03-31,37.92,10.65,2023-04-14
C100850,2023-04-30,36.2,10.07,2023-05-14
C100850,2023-05-31,31.2,8.2,2023-06-14
C100850,2023-06-30,25.02,5.0,2023-07-14
C100850,2023-07-31,38.58,11.63,2023-08-14
C100850,2023-08-31,34.68,9.41,2023-09-14
C100850,2023-09-30,30.33,7.78,2023-10-14
C100850,2023-10-31,48.24,14.97,2023-11-14
C100850,2023-11-30,40.3,11.58,2023-12-14
C100850,2023-12-31,37.74,10.31,2024-01-14
C100850,2024-01-31,44.18,13.46,2024-02-14
C100850,2024-02-29,39.15,11.73,2024-03-14
C100850,2024-03-31,39.21,11.36,2024-04-14
C100850,2024-04-30,32.83,8.72,2024-05-14
C100850,2024-05-31,39.11,11.25,2024-06-14
C100850,2024-06-30,40.27,11.43,2024-07-14
C100850,2024-07-31,32.52,8.03,2024-08-14
C100850,2024-08-31,25.14,5.36,2024-09-14
C100850,2024-09-30,40.28,11.81,2024-10-14
C100850,2024-10-31,40.3,11.57,2024-11-14
C100850,2024-11-30,40.91,12.54,2024-12-14
C100850,2024-12-31,38.53,10.93,2025-01-14
C100850,2025-01-31,43.5,13.32,2025-02-14
C100850,2025-02-28,33.41,9.22,2025-03-14
C100850,2025-03-31,36.89,10.08,2025-04-14
C100850,2025-04-30,31.26,7.71,2025-05-14
C100850,2025-05-31,41.96,12.27,2025-06-14
C100850,2025-06-30,34.48,9.32,2025-07-14
C100850,2025-07-31,36.18,9.8,2025-08-14
C100850,2025-08-31,36.3,10.35,2025-09-14
C100850,2025-09-30,34.58,9.19,2025-10-14
C100850,2025-10-31,41.46,12.01,2025-11-14
C100850,2025-11-30,47.12,14.49,2025-12-14
C100850,2025-12-31,42.02,13.23,2026-01-14
C100851,2022-01-31,47.58,,2022-02-14
C100851,2022-02-28,50.46,,2022-03-14
C100851,2022-03-31,48.77,,2022-04-14
C100851,2022-04-30,48.09,,2022-05-14
C100851,2022-05-31,48.91,,2022-06-14
C100851,2022-06-30,48.71,,2022-07-14
C100851,2022-07-31,49.86,,2022-08-14
C100851,2022-08-31,47.98,,2022-09-14
C100851,2022-09-30,49.41,,2022-10-14
C100851,2022-10-31,48.13,,2022-11-14
C100851,2022-11-30,49.72,,2022-12-14
C100851,2022-12-31,50.41,,2023-01-14
C100851,2023-01-31,50.12,,2023-02-14
C100851,2023-02-28,48.94,,2023-03-14
C100851,2023-03-31,48.67,,2023-04-14
C100851,2023-04-30,49.78,,2023-05-14
C100851,2023-05-31,48.19,,2023-06-14
C100851,2023-06-30,47.87,,2023-07-14
C100851,2023-07-31,49.71,,2023-08-14
C100851,2023-08-31,49.09,,2023-09-14
C100851,2023-09-30,49.29,,2023-10-14
C100851,2023-10-31,49.34,,2023-11-14
C100851,2023-11-30,49.68,,2023-12-14
C100851,2023-12-31,50.2,,2024-01-14
C100851,2024-01-31,47.7,,2024-02-14
C100851,2024-02-29,48.98,,2024-03-14
C100851,2024-03-31,49.4,,2024-04-14
C100851,2024-04-30,50.36,,2024-05-14
C100851,2024-05-31,49.63,,2024-06-14
C100851,2024-06-30,49.61,,2024-07-14
C100851,2024-07-31,48.46,,2024-08-14
C100851,2024-08-31,50.01,,2024-09-14
C100851,2024-09-30,48.32,,2024-10-14
C100851,2024-10-31,50.15,,2024-11-14
C100851,2024-11-30,49.27,,2024-12-14
C100851,2024-12-31,48.19,,2025-01-14
C100851,2025-01-31,48.19,,2025-02-14
C100851,2025-02-28,49.0,,2025-03-14
C100851,2025-03-31,48.75,,2025-04-14
C100851,2025-04-30,48.38,,2025-05-14
C100851,2025-05-31,47.98,,2025-06-14
C100851,2025-06-30,47.55,,2025-07-14
C100851,2025-07-31,48.73,,2025-08-14
C100851,2025-08-31,48.26,,2025-09-14
C100851,2025-09-30,47.86,,2025-10-14
C100851,2025-10-31,48.31,,2025-11-14
C100851,2025-11-30,49.14,,2025-12-14
C100851,2025-12-31,49.38,,2026-01-14
C100852,2022-01-31,49.93,,2022-02-14
C100852,2022-02-28,51.31,,2022-03-14
C100852,2022-03-31,48.77,,2022-04-14
C100852,2022-04-30,49.88,,2022-05-14
C100852,2022-05-31,51.28,,2022-06-14
C100852,2022-06-30,50.81,,2022-07-14
C100852,2022-07-31,50.45,,2022-08-14
C100852,2022-08-31,49.11,,2022-09-14
C100852,2022-09-30,51.32,,2022-10-14
C100852,2022-10-31,49.23,,2022-11-14
C100852,2022-11-30,51.66,,2022-12-14
C100852,2022-12-31,51.43,,2023-01-14
C100852,2023-01-31,49.41,,2023-02-14
C100852,2023-02-28,49.15,,2023-03-14
C100852,2023-03-31,49.96,,2023-04-14
C100852,2023-04-30,51.74,,2023-05-14
C100852,2023-05-31,49.47,,2023-06-14
C100852,2023-06-30,51.04,,2023-07-14
C100852,2023-07-31,50.38,,2023-08-14
C100852,2023-08-31,49.59,,2023-09-14
C100852,2023-09-30,51.28,,2023-10-14
C100852,2023-10-31,50.48,,2023-11-14
C100852,2023-11-30,51.25,,2023-12-14
C100852,2023-12-31,48.84,,2024-01-14
C100852,2024-01-31,50.03,,2024-02-14
C100852,2024-02-29,49.28,,2024-03-14
C100852,2024-03-31,49.02,,2024-04-14
C100852,2024-04-30,51.37,,2024-05-14
C100852,2024-05-31,48.81,,2024-06-14
C100852,2024-06-30,50.54,,2024-07-14
C100852,2024-07-31,50.86,,2024-08-14
C100852,2024-08-31,50.17,,2024-09-14
C100852,2024-09-30,51.08,,2024-10-14
C100852,2024-10-31,50.62,,2024-11-14
C100852,2024-11-30,50.56,,2024-12-14
C100852,2024-12-31,49.59,,2025-01-14
C100852,2025-01-31,49.44,,2025-02-14
C100852,2025-02-28,51.55,,2025-03-14
C100852,2025-03-31,49.65,,2025-04-14
C100852,2025-04-30,50.89,,2025-05-14
C100852,2025-05-31,51.66,,2025-06-14
C100852,2025-06-30,51.56,,2025-07-14
C100852,2025-07-31,51.47,,2025-08-14
C100852,2025-08-31,51.45,,2025-09-14
C100852,2025-09-30,49.21,,2025-10-14
C100852,2025-10-31,49.9,,2025-11-14
C100852,2025-11-30,51.72,,2025-12-14
C100852,2025-12-31,49.35,,2026-01-14
C100853,2022-01-31,49.84,,2022-02-14
C100853,2022-02-28,51.67,,2022-03-14
C100853,2022-03-31,49.49,,2022-04-14
C100853,2022-04-30,49.3,,2022-05-14
C100853,2022-05-31,49.23,,2022-06-14
C100853,2022-06-30,49.81,,2022-07-14
C100853,2022-07-31,51.97,,2022-08-14
C100853,2022-08-31,51.04,,2022-09-14
C100853,2022-09-30,49.24,,2022-10-14
C100853,2022-10-31,50.45,,2022-11-14
C100853,2022-11-30,49.32,,2022-12-14
C100853,2022-12-31,49.75,,2023-01-14
C100853,2023-01-31,49.45,,2023-02-14
C100853,2023-02-28,51.22,,2023-03-14
C100853,2023-03-31,49.42,,2023-04-14
C100853,2023-04-30,50.3,,2023-05-14
C100853,2023-05-31,50.81,,2023-06-14
C100853,2023-06-30,50.78,,2023-07-14
C100853,2023-07-31,50.7,,2023-08-14
C100853,2023-08-31,49.36,,2023-09-14
C100853,2023-09-30,50.62,,2023-10-14
C100853,2023-10-31,49.05,,2023-11-14
C100853,2023-11-30,49.38,,2023-12-14
C100853,2023-12-31,50.35,,2024-01-14
C100853,2024-01-31,50.45,,2024-02-14
C100853,2024-02-29,51.64,,2024-03-14
C100853,2024-03-31,50.88,,2024-04-14
C100853,2024-04-30,49.64,,2024-05-14
C100853,2024-05-31,49.6,,2024-06-14
C100853,2024-06-30,51.19,,2024-07-14
C100853,2024-07-31,49.15,,2024-08-14
C100853,2024-08-31,51.06,,2024-09-14
C100853,2024-09-30,49.46,,2024-10-14
C100853,2024-10-31,51.57,,2024-11-14
C100853,2024-11-30,50.31,,2024-12-14
C100853,2024-12-31,50.78,,2025-01-14
C100853,2025-01-31,51.63,,2025-02-14
C100853,2025-02-28,50.03,,2025-03-14
C100853,2025-03-31,50.53,,2025-04-14
C100853,2025-04-30,49.64,,2025-05-14
C100853,2025-05-31,50.24,,2025-06-14
C100853,2025-06-30,51.16,,2025-07-14
C100853,2025-07-31,50.13,,2025-08-14
C100853,2025-08-31,49.12,,2025-09-14
C100853,2025-09-30,49.84,,2025-10-14
C100853,2025-10-31,50.72,,2025-11-14
C100853,2025-11-30,49.04,,2025-12-14
C100853,2025-12-31,50.91,,2026-01-14
C100854,2022-01-31,42.89,12.68,2022-02-14
C100854,2022-02-28,48.03,15.7,2022-03-14
C100854,2022-03-31,45.23,13.98,2022-04-14
C100854,2022-04-30,39.41,11.48,2022-05-14
C100854,2022-05-31,31.0,7.64,2022-06-14
C100854,2022-06-30,41.39,12.32,2022-07-14
C100854,2022-07-31,37.56,10.67,2022-08-14
C100854,2022-08-31,46.21,14.4,2022-09-14
C100854,2022-09-30,41.42,12.34,2022-10-14
C100854,2022-10-31,44.16,13.64,2022-11-14
C100854,2022-11-30,35.32,9.94,2022-12-14
C100854,2022-12-31,42.4,12.42,2023-01-14
C100854,2023-01-31,28.26,6.69,2023-02-14
C100854,2023-02-28,42.18,13.24,2023-03-14
C100854,2023-03-31,46.82,14.61,2023-04-14
C100854,2023-04-30,44.9,14.48,2023-05-14
C100854,2023-05-31,34.82,9.71,2023-06-14
C100854,2023-06-30,27.88,6.02,2023-07-14
C100854,2023-07-31,33.48,8.88,2023-08-14
C100854,2023-08-31,36.53,10.06,2023-09-14
C100854,2023-09-30,39.18,11.54,2023-10-14
C100854,2023-10-31,27.31,5.93,2023-11-14
C100854,2023-11-30,39.41,11.17,2023-12-14
C100854,2023-12-31,33.85,8.99,2024-01-14
C100854,2024-01-31,49.15,15.79,2024-02-14
C100854,2024-02-29,25.5,5.52,2024-03-14
C100854,2024-03-31,44.3,14.07,2024-04-14
C100854,2024-04-30,37.66,10.6,2024-05-14
C100854,2024-05-31,25.73,5.65,2024-06-14
C100854,2024-06-30,45.26,14.14,2024-07-14
C100854,2024-07-31,43.88,13.23,2024-08-14
C100854,2024-08-31,44.09,13.15,2024-09-14
C100854,2024-09-30,38.17,10.78,2024-10-14
C100854,2024-10-31,35.46,9.32,2024-11-14
C100854,2024-11-30,40.57,11.61,2024-12-14
C100854,2024-12-31,42.94,13.22,2025-01-14
C100854,2025-01-31,37.45,10.42,2025-02-14
C100854,2025-02-28,34.61,9.47,2025-03-14
C100854,2025-03-31,41.03,12.72,2025-04-14
C100854,2025-04-30,38.74,11.49,2025-05-14
C100854,2025-05-31,42.5,12.78,2025-06-14
C100854,2025-06-30,44.17,13.78,2025-07-14
C100854,2025-07-31,40.75,12.09,2025-08-14
C100854,2025-08-31,30.44,7.56,2025-09-14
C100854,2025-09-30,36.84,10.53,2025-10-14
C100854,2025-10-31,39.44,11.97,2025-11-14
C100854,2025-11-30,43.19,13.54,2025-12-14
C100854,2025-12-31,44.91,14.06,2026-01-14
C100855,2022-01-31,48.46,,2022-02-14
C100855,2022-02-28,49.92,,2022-03-14
C100855,2022-03-31,49.7,,2022-04-14
C100855,2022-04-30,48.89,,2022-05-14
C100855,2022-05-31,50.15,,2022-06-14
C100855,2022-06-30,48.55,,2022-07-14
C100855,2022-07-31,48.26,,2022-08-14
C100855,2022-08-31,50.32,,2022-09-14
C100855,2022-09-30,49.92,,2022-10-14
C100855,2022-10-31,48.39,,2022-11-14
C100855,2022-11-30,49.3,,2022-12-14
C100855,2022-12-31,48.58,,2023-01-14
C100855,2023-01-31,49.48,,2023-02-14
C100855,2023-02-28,48.46,,2023-03-14
C100855,2023-03-31,50.93,,2023-04-14
C100855,2023-04-30,49.32,,2023-05-14
C100855,2023-05-31,48.2,,2023-06-14
C100855,2023-06-30,50.45,,2023-07-14
C100855,2023-07-31,50.87,,2023-08-14
C100855,2023-08-31,50.17,,2023-09-14
C100855,2023-09-30,48.25,,2023-10-14
C100855,2023-10-31,50.87,,2023-11-14
C100855,2023-11-30,49.35,,2023-12-14
C100855,2023-12-31,50.51,,2024-01-14
C100855,2024-01-31,49.15,,2024-02-14
C100855,2024-02-29,48.29,,2024-03-14
C100855,2024-03-31,49.01,,2024-04-14
C100855,2024-04-30,50.97,,2024-05-14
C100855,2024-05-31,48.14,,2024-06-14
C100855,2024-06-30,49.72,,2024-07-14
C100855,2024-07-31,50.29,,2024-08-14
C100855,2024-08-31,48.72,,2024-09-14
C100855,2024-09-30,49.25,,2024-10-14
C100855,2024-10-31,50.55,,2024-11-14
C100855,2024-11-30,48.98,,2024-12-14
C100855,2024-12-31,49.54,,2025-01-14
C100855,2025-01-31,50.64,,2025-02-14
C100855,2025-02-28,49.64,,2025-03-14
C100855,2025-03-31,49.57,,2025-04-14
C100855,2025-04-30,49.12,,2025-05-14
C100855,2025-05-31,50.11,,2025-06-14
C100855,2025-06-30,50.89,,2025-07-14
C100855,2025-07-31,48.92,,2025-08-14
C100855,2025-08-31,49.1,,2025-09-14
C100855,2025-09-30,48.74,,2025-10-14
C100855,2025-10-31,48.94,,2025-11-14
C100855,2025-11-30,48.42,,2025-12-14
C100855,2025-12-31,48.73,,2026-01-14
C100856,2022-01-31,49.78,15.29,2022-02-14
C100856,2022-02-28,39.06,10.71,2022-03-14
C100856,2022-03-31,48.0,14.8,2022-04-14
C100856,2022-04-30,36.95,10.23,2022-05-14
C100856,2022-05-31,48.85,14.95,2022-06-14
C100856,2022-06-30,39.15,11.3,2022-07-14
C100856,2022-07-31,32.76,8.57,2022-08-14
C100856,2022-08-31,49.43,15.31,2022-09-14
C100856,2022-09-30,39.9,12.01,2022-10-14
C100856,2022-10-31,35.79,9.48,2022-11-14
C100856,2022-11-30,30.78,7.78,2022-12-14
C100856,2022-12-31,44.86,13.63,2023-01-14
C100856,2023-01-31,49.91,15.62,2023-02-14
C100856,2023-02-28,42.63,12.8,2023-03-14
C100856,2023-03-31,40.79,12.3,2023-04-14
C100856,2023-04-30,47.38,14.9,2023-05-14
C100856,2023-05-31,40.96,12.0,2023-06-14
C100856,2023-06-30,33.77,8.71,2023-07-14
C100856,2023-07-31,33.07,8.71,2023-08-14
C100856,2023-08-31,39.67,11.53,2023-09-14
C100856,2023-09-30,40.29,11.77,2023-10-14
C100856,2023-10-31,44.03,13.72,2023-11-14
C100856,2023-11-30,41.98,12.4,2023-12-14
C100856,2023-12-31,43.9,13.58,2024-01-14
C100856,2024-01-31,44.02,12.82,2024-02-14
C100856,2024-02-29,46.75,14.34,2024-03-14
C100856,2024-03-31,44.26,13.38,2024-04-14
C100856,2024-04-30,37.62,10.35,2024-05-14
C100856,2024-05-31,35.94,10.11,2024-06-14
C100856,2024-06-30,38.06,10.99,2024-07-14
C100856,2024-07-31,36.83,10.38,2024-08-14
C100856,2024-08-31,43.81,13.3,2024-09-14
C100856,2024-09-30,39.99,11.07,2024-10-14
C100856,2024-10-31,30.87,7.44,2024-11-14
C100856,2024-11-30,33.25,8.37,2024-12-14
C100856,2024-12-31,38.65,11.12,2025-01-14
C100856,2025-01-31,45.23,13.83,2025-02-14
C100856,2025-02-28,35.23,9.82,2025-03-14
C100856,2025-03-31,43.47,13.13,2025-04-14
C100856,2025-04-30,33.68,9.08,2025-05-14
C100856,2025-05-31,39.17,10.94,2025-06-14
C100856,2025-06-30,38.37,11.2,2025-07-14
C100856,2025-07-31,30.46,7.49,2025-08-14
C100856,2025-08-31,40.16,11.16,2025-09-14
C100856,2025-09-30,47.71,14.44,2025-10-14
C100856,2025-10-31,37.94,10.51,2025-11-14
C100856,2025-11-30,40.7,11.64,2025-12-14
C100856,2025-12-31,43.12,12.44,2026-01-14
C100857,2022-01-31,42.66,12.12,2022-02-14
C100857,2022-02-28,39.73,11.83,2022-03-14
C100857,2022-03-31,38.5,11.3,2022-04-14
C100857,2022-04-30,30.66,7.08,2022-05-14
C100857,2022-05-31,39.69,11.65,2022-06-14
C100857,2022-06-30,31.69,7.74,2022-07-14
C100857,2022-07-31,39.98,10.99,2022-08-14
C100857,2022-08-31,39.9,11.87,2022-09-14
C100857,2022-09-30,39.25,11.54,2022-10-14
C100857,2022-10-31,33.58,8.79,2022-11-14
C100857,2022-11-30,41.01,12.26,2022-12-14
C100857,2022-12-31,38.36,11.19,2023-01-14
C100857,2023-01-31,36.72,10.29,2023-02-14
C100857,2023-02-28,53.15,17.28,2023-03-14
C100857,2023-03-31,35.69,9.1,2023-04-14
C100857,2023-04-30,40.84,12.24,2023-05-14
C100857,2023-05-31,47.5,14.22,2023-06-14
C100857,2023-06-30,39.42,11.13,2023-07-14
C100857,2023-07-31,34.8,8.71,2023-08-14
C100857,2023-08-31,34.73,8.96,2023-09-14
C100857,2023-09-30,30.69,7.21,2023-10-14
C100857,2023-10-31,38.83,11.23,2023-11-14
C100857,2023-11-30,40.57,11.78,2023-12-14
C100857,2023-12-31,38.59,11.09,2024-01-14
C100857,2024-01-31,49.14,15.72,2024-02-14
C100857,2024-02-29,40.43,11.66,2024-03-14
C100857,2024-03-31,30.8,7.41,2024-04-14
C100857,2024-04-30,48.01,14.79,2024-05-14
C100857,2024-05-31,31.72,7.8,2024-06-14
C100857,2024-06-30,40.47,11.51,2024-07-14
C100857,2024-07-31,40.07,11.68,2024-08-14
C100857,2024-08-31,37.67,10.15,2024-09-14
C100857,2024-09-30,42.41,12.9,2024-10-14
C100857,2024-10-31,40.21,11.3,2024-11-14
C100857,2024-11-30,37.83,10.62,2024-12-14
C100857,2024-12-31,28.15,6.3,2025-01-14
C100857,2025-01-31,31.14,7.32,2025-02-14
C100857,2025-02-28,56.92,19.24,2025-03-14
C100857,2025-03-31,45.18,13.46,2025-04-14
C100857,2025-04-30,46.03,14.25,2025-05-14
C100857,2025-05-31,52.26,16.7,2025-06-14
C100857,2025-06-30,36.51,9.51,2025-07-14
C100857,2025-07-31,37.51,9.91,2025-08-14
C100857,2025-08-31,29.07,6.51,2025-09-14
C100857,2025-09-30,36.19,9.98,2025-10-14
C100857,2025-10-31,37.36,10.33,2025-11-14
C100857,2025-11-30,37.22,10.55,2025-12-14
C100857,2025-12-31,47.72,14.7,2026-01-14
C100858,2022-01-31,47.82,15.34,2022-02-14
C100858,2022-02-28,49.0,15.79,2022-03-14
C100858,2022-03-31,35.03,9.24,2022-04-14
C100858,2022-04-30,42.08,12.31,2022-05-14
C100858,2022-05-31,41.08,12.65,2022-06-14
C100858,2022-06-30,50.34,16.17,2022-07-14
C100858,2022-07-31,39.45,11.55,2022-08-14
C100858,2022-08-31,38.26,10.97,2022-09-14
C100858,2022-09-30,46.78,14.61,2022-10-14
C100858,2022-10-31,40.62,11.52,2022-11-14
C100858,2022-11-30,46.51,14.07,2022-12-14
C100858,2022-12-31,45.53,14.38,2023-01-14
C100858,2023-01-31,40.49,11.67,2023-02-14
C100858,2023-02-28,37.39,11.05,2023-03-14
C100858,2023-03-31,42.02,12.49,2023-04-14
C100858,2023-04-30,38.19,10.91,2023-05-14
C100858,2023-05-31,31.46,7.66,2023-06-14
C100858,2023-06-30,43.25,13.11,2023-07-14
C100858,2023-07-31,42.06,12.57,2023-08-14
C100858,2023-08-31,35.31,9.36,2023-09-14
C100858,2023-09-30,33.8,9.4,2023-10-14
C100858,2023-10-31,44.44,13.44,2023-11-14
C100858,2023-11-30,53.22,17.59,2023-12-14
C100858,2023-12-31,48.31,15.94,2024-01-14
C100858,2024-01-31,50.07,16.63,2024-02-14
C100858,2024-02-29,40.15,12.04,2024-03-14
C100858,2024-03-31,45.51,13.77,2024-04-14
C100858,2024-04-30,40.88,11.74,2024-05-14
C100858,2024-05-31,36.35,9.7,2024-06-14
C100858,2024-06-30,40.75,11.76,2024-07-14
C100858,2024-07-31,34.59,8.94,2024-08-14
C100858,2024-08-31,35.7,9.35,2024-09-14
C100858,2024-09-30,37.78,10.44,2024-10-14
C100858,2024-10-31,38.87,11.17,2024-11-14
C100858,2024-11-30,42.37,12.5,2024-12-14
C100858,2024-12-31,29.01,6.86,2025-01-14
C100858,2025-01-31,37.06,10.3,2025-02-14
C100858,2025-02-28,54.06,17.56,2025-03-14
C100858,2025-03-31,41.0,12.56,2025-04-14
C100858,2025-04-30,43.41,13.64,2025-05-14
C100858,2025-05-31,43.09,12.71,2025-06-14
C100858,2025-06-30,37.97,10.98,2025-07-14
C100858,2025-07-31,33.05,8.9,2025-08-14
C100858,2025-08-31,34.9,9.85,2025-09-14
C100858,2025-09-30,50.95,16.79,2025-10-14
C100858,2025-10-31,37.68,10.63,2025-11-14
C100858,2025-11-30,52.44,17.51,2025-12-14
C100858,2025-12-31,40.22,11.72,2026-01-14
C100859,2022-01-31,50.13,,2022-02-14
C100859,2022-02-28,48.64,,2022-03-14
C100859,2022-03-31,48.46,,2022-04-14
C100859,2022-04-30,50.09,,2022-05-14
C100859,2022-05-31,49.9,,2022-06-14
C100859,2022-06-30,50.29,,2022-07-14
C100859,2022-07-31,48.44,,2022-08-14
C100859,2022-08-31,48.83,,2022-09-14
C100859,2022-09-30,50.6,,2022-10-14
C100859,2022-10-31,48.6,,2022-11-14
C100859,2022-11-30,48.23,,2022-12-14
C100859,2022-12-31,48.56,,2023-01-14
C100859,2023-01-31,49.66,,2023-02-14
C100859,2023-02-28,48.68,,2023-03-14
C100859,2023-03-31,50.53,,2023-04-14
C100859,2023-04-30,49.56,,2023-05-14
C100859,2023-05-31,49.16,,2023-06-14
C100859,2023-06-30,49.11,,2023-07-14
C100859,2023-07-31,48.78,,2023-08-14
C100859,2023-08-31,50.78,,2023-09-14
C100859,2023-09-30,49.97,,2023-10-14
C100859,2023-10-31,50.62,,2023-11-14
C100859,2023-11-30,50.88,,2023-12-14
C100859,2023-12-31,50.27,,2024-01-14
C100859,2024-01-31,49.83,,2024-02-14
C100859,2024-02-29,50.86,,2024-03-14
C100859,2024-03-31,50.54,,2024-04-14
C100859,2024-04-30,49.43,,2024-05-14
C100859,2024-05-31,49.53,,2024-06-14
C100859,2024-06-30,50.0,,2024-07-14
C100859,2024-07-31,50.2,,2024-08-14
C100859,2024-08-31,48.59,,2024-09-14
C100859,2024-09-30,48.91,,2024-10-14
C100859,2024-10-31,50.53,,2024-11-14
C100859,2024-11-30,50.76,,2024-12-14
C100859,2024-12-31,50.05,,2025-01-14
C100859,2025-01-31,49.7,,2025-02-14
C100859,2025-02-28,48.36,,2025-03-14
C100859,2025-03-31,50.24,,2025-04-14
C100859,2025-04-30,49.63,,2025-05-14
C100859,2025-05-31,50.43,,2025-06-14
C100859,2025-06-30,48.67,,2025-07-14
C100859,2025-07-31,49.86,,2025-08-14
C100859,2025-08-31,48.68,,2025-09-14
C100859,2025-09-30,48.54,,2025-10-14
C100859,2025-10-31,49.4,,2025-11-14
C100859,2025-11-30,49.68,,2025-12-14
C100859,2025-12-31,50.72,,2026-01-14
C100860,2022-01-31,36.2,9.48,2022-02-14
C100860,2022-02-28,34.98,9.11,2022-03-14
C100860,2022-03-31,38.6,11.16,2022-04-14
C100860,2022-04-30,39.6,11.05,2022-05-14
C100860,2022-05-31,43.77,13.77,2022-06-14
C100860,2022-06-30,36.72,10.07,2022-07-14
C100860,2022-07-31,29.47,6.86,2022-08-14
C100860,2022-08-31,36.13,9.63,2022-09-14
C100860,2022-09-30,29.81,7.25,2022-10-14
C100860,2022-10-31,43.02,12.47,2022-11-14
C100860,2022-11-30,43.65,13.6,2022-12-14
C100860,2022-12-31,45.48,14.46,2023-01-14
C100860,2023-01-31,39.93,11.62,2023-02-14
C100860,2023-02-28,37.79,10.39,2023-03-14
C100860,2023-03-31,37.84,10.62,2023-04-14
C100860,2023-04-30,38.49,11.31,2023-05-14
C100860,2023-05-31,36.04,9.8,2023-06-14
C100860,2023-06-30,46.23,14.68,2023-07-14
C100860,2023-07-31,36.99,9.74,2023-08-14
C100860,2023-08-31,37.98,10.5,2023-09-14
C100860,2023-09-30,34.24,9.19,2023-10-14
C100860,2023-10-31,36.3,9.64,2023-11-14
C100860,2023-11-30,32.47,8.54,2023-12-14
C100860,2023-12-31,35.48,9.46,2024-01-14
C100860,2024-01-31,52.46,17.78,2024-02-14
C100860,2024-02-29,44.33,13.88,2024-03-14
C100860,2024-03-31,40.08,11.09,2024-04-14
