customer_id,action_date,action
C100737,2023-04-21,Reminder Sent
C100738,2023-04-21,Reminder Sent
C100738,2023-05-05,Second Reminder
C100738,2024-06-21,Reminder Sent
C100738,2024-07-05,Second Reminder
C100738,2025-12-21,Reminder Sent
C100738,2026-01-04,Second Reminder
C100738,2026-01-21,Reminder Sent
C100739,2022-10-21,Reminder Sent
C100739,2022-11-04,Second Reminder
C100739,2024-10-21,Reminder Sent
C100739,2024-11-04,Second Reminder
C100739,2025-11-21,Reminder Sent
C100739,2025-12-05,Second Reminder
C100740,2024-01-21,Reminder Sent
C100740,2024-02-04,Second Reminder
C100740,2024-06-21,Reminder Sent
C100740,2024-07-05,Second Reminder
C100740,2025-12-21,Reminder Sent
C100740,2026-01-04,Second Reminder
C100741,2022-06-21,Reminder Sent
C100741,2022-07-05,Second Reminder
C100741,2022-09-21,Reminder Sent
C100741,2022-10-05,Second Reminder
C100741,2022-10-12,Arrangement Agreed
C100741,2024-03-21,Reminder Sent
C100741,2024-04-04,Second Reminder
C100741,2024-04-11,Arrangement Agreed
C100741,2024-09-21,Reminder Sent
C100741,2024-10-05,Second Reminder
C100741,2025-05-21,Reminder Sent
C100741,2025-08-21,Reminder Sent
C100741,2025-09-04,Second Reminder
C100741,2025-09-11,Arrangement Agreed
C100741,2026-01-21,Reminder Sent
C100741,2026-02-04,Second Reminder
C100741,2026-02-11,Arrangement Agreed
C100742,2022-03-21,Reminder Sent
C100742,2022-05-21,Reminder Sent
C100742,2022-06-04,Second Reminder
C100742,2022-06-11,Arrangement Agreed
C100742,2022-06-21,Reminder Sent
C100742,2022-07-05,Second Reminder
C100742,2022-09-21,Reminder Sent
C100742,2022-10-05,Second Reminder
C100742,2022-10-12,Arrangement Agreed
C100742,2022-12-06,Arrangement Broken
C100742,2023-12-21,Reminder Sent
C100742,2024-01-04,Second Reminder
C100743,2022-12-21,Reminder Sent
C100743,2023-01-04,Second Reminder
C100743,2023-02-21,Reminder Sent
C100743,2023-07-21,Reminder Sent
C100743,2024-10-21,Reminder Sent
C100743,2025-04-21,Reminder Sent
C100743,2025-05-05,Second Reminder
C100743,2025-05-12,Arrangement Agreed
C100743,2025-10-21,Reminder Sent
C100743,2025-11-04,Second Reminder
C100743,2026-01-21,Reminder Sent
C100743,2026-02-04,Second Reminder
C100744,2022-08-21,Reminder Sent
C100744,2022-09-04,Second Reminder
C100744,2025-10-21,Reminder Sent
C100744,2025-11-04,Second Reminder
C100744,2025-11-21,Reminder Sent
C100744,2025-12-05,Second Reminder
C100745,2022-02-21,Reminder Sent
C100745,2022-03-07,Second Reminder
C100745,2022-05-21,Reminder Sent
C100745,2022-06-04,Second Reminder
C100745,2022-09-21,Reminder Sent
C100745,2022-10-05,Second Reminder
C100745,2022-10-12,Arrangement Agreed
C100745,2022-10-21,Reminder Sent
C100745,2022-11-04,Second Reminder
C100745,2022-11-11,Arrangement Agreed
C100745,2022-11-21,Reminder Sent
C100745,2022-12-05,Second Reminder
C100745,2023-04-21,Reminder Sent
C100745,2023-05-05,Second Reminder
C100745,2023-07-21,Reminder Sent
C100745,2023-08-04,Second Reminder
C100745,2023-08-21,Reminder Sent
C100745,2023-09-04,Second Reminder
C100745,2023-09-21,Reminder Sent
C100745,2023-10-05,Second Reminder
C100745,2023-12-21,Reminder Sent
C100745,2024-01-04,Second Reminder
C100745,2024-01-21,Reminder Sent
C100745,2024-02-04,Second Reminder
C100745,2024-06-21,Reminder Sent
C100745,2024-07-05,Second Reminder
C100745,2024-07-12,Arrangement Agreed
C100745,2024-08-25,Arrangement Broken
C100745,2024-09-21,Reminder Sent
C100745,2024-10-05,Second Reminder
C100745,2024-10-12,Arrangement Agreed
C100745,2024-10-21,Reminder Sent
C100745,2024-11-04,Second Reminder
C100745,2024-11-11,Arrangement Agreed
C100745,2024-11-21,Reminder Sent
C100745,2024-12-05,Second Reminder
C100745,2025-01-21,Reminder Sent
C100745,2025-02-04,Second Reminder
C100745,2025-04-21,Reminder Sent
C100745,2025-05-21,Reminder Sent
C100745,2025-06-04,Second Reminder
C100745,2025-07-21,Reminder Sent
C100745,2025-08-04,Second Reminder
C100745,2025-10-21,Reminder Sent
C100745,2025-11-04,Second Reminder
C100745,2026-01-21,Reminder Sent
C100745,2026-02-04,Second Reminder
C100746,2022-05-21,Reminder Sent
C100746,2022-06-04,Second Reminder
C100746,2023-09-21,Reminder Sent
C100746,2023-10-05,Second Reminder
C100746,2024-06-21,Reminder Sent
C100746,2025-03-21,Reminder Sent
C100746,2025-04-04,Second Reminder
C100746,2025-04-11,Arrangement Agreed
C100746,2025-05-07,Arrangement Broken
C100746,2026-01-21,Reminder Sent
C100746,2026-02-04,Second Reminder
C100747,2023-08-21,Reminder Sent
C100747,2023-09-04,Second Reminder
C100747,2023-10-21,Reminder Sent
C100747,2023-11-04,Second Reminder
C100747,2025-03-21,Reminder Sent
C100748,2022-04-21,Reminder Sent
C100748,2022-05-05,Second Reminder
C100748,2022-07-21,Reminder Sent
C100748,2022-08-21,Reminder Sent
C100748,2022-09-04,Second Reminder
C100748,2022-09-11,Arrangement Agreed
C100748,2022-11-05,Arrangement Broken
C100748,2023-01-21,Reminder Sent
C100748,2023-04-21,Reminder Sent
C100748,2023-12-21,Reminder Sent
C100748,2024-01-04,Second Reminder
C100748,2024-01-11,Arrangement Agreed
C100748,2024-02-24,Arrangement Broken
C100748,2024-11-21,Reminder Sent
C100748,2024-12-05,Second Reminder
C100748,2025-04-21,Reminder Sent
C100748,2025-05-05,Second Reminder
C100748,2025-05-12,Arrangement Agreed
C100748,2025-05-21,Reminder Sent
C100748,2025-06-04,Second Reminder
C100748,2025-06-11,Arrangement Agreed
C100748,2026-01-21,Reminder Sent
C100748,2026-02-04,Second Reminder
C100748,2026-02-11,Arrangement Agreed
C100748,2026-03-09,Arrangement Broken
C100749,2023-08-21,Reminder Sent
C100749,2023-09-04,Second Reminder
C100749,2024-07-21,Reminder Sent
C100749,2024-08-04,Second Reminder
C100749,2024-08-11,Arrangement Agreed
C100749,2024-12-21,Reminder Sent
C100749,2025-01-04,Second Reminder
C100749,2025-01-11,Arrangement Agreed
C100749,2025-07-21,Reminder Sent
C100749,2025-08-04,Second Reminder
C100749,2025-08-11,Arrangement Agreed
C100749,2025-09-28,Arrangement Broken
C100750,2022-07-21,Reminder Sent
C100750,2022-08-04,Second Reminder
C100750,2022-08-11,Arrangement Agreed
C100750,2022-10-21,Reminder Sent
C100750,2022-11-04,Second Reminder
C100750,2023-03-21,Reminder Sent
C100750,2025-08-21,Reminder Sent
C100750,2025-09-21,Reminder Sent
C100750,2025-11-21,Reminder Sent
C100751,2022-03-21,Reminder Sent
C100751,2022-06-21,Reminder Sent
C100751,2022-07-05,Second Reminder
C100751,2022-07-21,Reminder Sent
C100751,2024-01-21,Reminder Sent
C100751,2024-04-21,Reminder Sent
C100751,2024-05-05,Second Reminder
C100751,2024-05-12,Arrangement Agreed
C100751,2024-06-08,Arrangement Broken
C100751,2025-11-21,Reminder Sent
C100752,2022-08-21,Reminder Sent
C100752,2022-09-04,Second Reminder
C100752,2022-10-21,Reminder Sent
C100752,2022-11-04,Second Reminder
C100752,2022-11-11,Arrangement Agreed
C100752,2023-01-21,Reminder Sent
C100752,2023-02-04,Second Reminder
C100752,2023-02-11,Arrangement Agreed
C100752,2023-05-21,Reminder Sent
C100752,2023-06-04,Second Reminder
C100752,2023-06-11,Arrangement Agreed
C100752,2024-07-21,Reminder Sent
C100752,2025-03-21,Reminder Sent
C100752,2025-04-04,Second Reminder
C100752,2025-04-11,Arrangement Agreed
C100752,2025-07-21,Reminder Sent
C100753,2022-07-21,Reminder Sent
C100753,2022-08-04,Second Reminder
C100753,2024-05-21,Reminder Sent
C100753,2025-02-21,Reminder Sent
C100753,2025-03-07,Second Reminder
C100753,2025-03-14,Arrangement Agreed
C100753,2025-05-21,Reminder Sent
C100753,2025-06-04,Second Reminder
C100754,2022-06-21,Reminder Sent
C100754,2022-07-05,Second Reminder
C100754,2022-07-12,Arrangement Agreed
C100754,2022-08-29,Arrangement Broken
C100754,2022-09-21,Reminder Sent
C100754,2022-10-05,Second Reminder
C100754,2022-10-12,Arrangement Agreed
C100755,2024-06-21,Reminder Sent
C100755,2024-07-05,Second Reminder
C100756,2022-04-21,Reminder Sent
C100756,2022-05-05,Second Reminder
C100756,2023-07-21,Reminder Sent
C100756,2023-08-04,Second Reminder
C100756,2023-08-11,Arrangement Agreed
C100757,2023-08-21,Reminder Sent
C100757,2023-09-04,Second Reminder
C100757,2023-09-11,Arrangement Agreed
C100757,2023-09-29,Arrangement Broken
C100758,2022-10-21,Reminder Sent
C100758,2022-11-04,Second Reminder
C100759,2022-02-21,Reminder Sent
C100759,2022-03-07,Second Reminder
C100759,2022-04-21,Reminder Sent
C100759,2024-07-21,Reminder Sent
C100759,2024-08-04,Second Reminder
C100759,2024-11-21,Reminder Sent
C100759,2025-01-21,Reminder Sent
C100759,2025-02-04,Second Reminder
C100759,2025-02-11,Arrangement Agreed
C100759,2025-04-21,Reminder Sent
C100759,2025-05-05,Second Reminder
C100759,2025-05-12,Arrangement Agreed
C100760,2022-12-21,Reminder Sent
C100760,2023-01-04,Second Reminder
C100760,2023-01-11,Arrangement Agreed
C100760,2023-03-05,Arrangement Broken
C100760,2023-07-21,Reminder Sent
C100760,2023-08-04,Second Reminder
C100760,2023-08-11,Arrangement Agreed
C100760,2023-10-21,Reminder Sent
C100760,2023-11-04,Second Reminder
C100760,2023-12-21,Reminder Sent
C100760,2024-01-04,Second Reminder
C100760,2024-01-11,Arrangement Agreed
C100760,2024-02-24,Arrangement Broken
C100760,2024-04-21,Reminder Sent
C100760,2024-06-21,Reminder Sent
C100760,2024-07-05,Second Reminder
C100760,2024-07-12,Arrangement Agreed
C100760,2024-07-21,Reminder Sent
C100761,2023-02-21,Reminder Sent
C100761,2023-03-07,Second Reminder
C100761,2025-01-21,Reminder Sent
C100761,2025-02-04,Second Reminder
C100761,2025-02-11,Arrangement Agreed
C100761,2025-03-21,Reminder Sent
C100761,2025-04-04,Second Reminder
C100761,2025-05-21,Reminder Sent
C100761,2025-06-04,Second Reminder
C100761,2025-06-11,Arrangement Agreed
C100761,2025-06-27,Arrangement Broken
C100762,2023-10-21,Reminder Sent
C100762,2023-11-04,Second Reminder
C100762,2023-12-21,Reminder Sent
C100762,2024-05-21,Reminder Sent
C100762,2024-06-04,Second Reminder
C100762,2024-06-11,Arrangement Agreed
C100762,2024-10-21,Reminder Sent
C100762,2024-11-04,Second Reminder
C100762,2024-11-11,Arrangement Agreed
C100762,2024-11-26,Arrangement Broken
C100762,2025-02-21,Reminder Sent
C100762,2025-03-07,Second Reminder
C100762,2025-03-14,Arrangement Agreed
C100762,2025-07-21,Reminder Sent
C100762,2025-08-04,Second Reminder
C100762,2025-08-11,Arrangement Agreed
C100763,2022-05-21,Reminder Sent
C100763,2022-06-21,Reminder Sent
C100763,2022-07-05,Second Reminder
C100763,2022-07-12,Arrangement Agreed
C100763,2022-08-23,Arrangement Broken
C100763,2023-03-21,Reminder Sent
C100763,2023-04-04,Second Reminder
C100763,2023-09-21,Reminder Sent
C100763,2023-10-05,Second Reminder
C100763,2023-10-12,Arrangement Agreed
C100763,2024-04-21,Reminder Sent
C100763,2024-05-05,Second Reminder
C100763,2024-05-12,Arrangement Agreed
C100763,2024-06-21,Reminder Sent
C100763,2024-07-05,Second Reminder
C100763,2024-09-21,Reminder Sent
C100763,2024-10-05,Second Reminder
C100763,2024-10-12,Arrangement Agreed
C100763,2025-05-21,Reminder Sent
C100763,2025-06-04,Second Reminder
C100764,2022-12-21,Reminder Sent
C100764,2023-01-04,Second Reminder
C100764,2023-01-11,Arrangement Agreed
C100764,2023-01-21,Reminder Sent
C100764,2023-02-04,Second Reminder
C100764,2023-02-11,Arrangement Agreed
C100764,2023-03-31,Arrangement Broken
C100764,2024-02-21,Reminder Sent
C100764,2024-06-21,Reminder Sent
C100764,2024-12-21,Reminder Sent
C100764,2025-01-04,Second Reminder
C100764,2025-01-11,Arrangement Agreed
C100764,2025-03-21,Reminder Sent
C100764,2025-05-21,Reminder Sent
C100764,2025-06-04,Second Reminder
C100764,2025-06-11,Arrangement Agreed
C100764,2025-09-21,Reminder Sent
C100764,2025-10-05,Second Reminder
C100764,2025-10-12,Arrangement Agreed
C100765,2024-03-21,Reminder Sent
C100765,2024-04-04,Second Reminder
C100765,2024-04-11,Arrangement Agreed
C100765,2024-06-01,Arrangement Broken
C100765,2025-08-21,Reminder Sent
C100765,2025-12-21,Reminder Sent
C100766,2024-05-21,Reminder Sent
C100766,2024-08-21,Reminder Sent
C100766,2024-09-04,Second Reminder
C100766,2025-02-21,Reminder Sent
C100767,2023-04-21,Reminder Sent
C100767,2023-05-05,Second Reminder
C100767,2023-06-21,Reminder Sent
C100767,2023-07-05,Second Reminder
C100767,2024-02-21,Reminder Sent
C100767,2024-03-06,Second Reminder
C100767,2025-07-21,Reminder Sent
C100768,2026-01-21,Reminder Sent
C100768,2026-02-04,Second Reminder
C100769,2024-05-21,Reminder Sent
C100769,2024-06-04,Second Reminder
C100769,2024-06-11,Arrangement Agreed
C100769,2025-08-21,Reminder Sent
C100770,2023-09-21,Reminder Sent
C100770,2023-10-05,Second Reminder
C100770,2023-10-12,Arrangement Agreed
C100770,2024-01-21,Reminder Sent
C100770,2024-02-04,Second Reminder
C100770,2024-02-11,Arrangement Agreed
C100770,2025-06-21,Reminder Sent
C100770,2025-07-05,Second Reminder
C100770,2025-07-12,Arrangement Agreed
C100771,2022-10-21,Reminder Sent
C100771,2022-11-04,Second Reminder
C100771,2022-11-21,Reminder Sent
C100771,2022-12-05,Second Reminder
C100771,2024-05-21,Reminder Sent
C100771,2024-06-04,Second Reminder
C100771,2024-11-21,Reminder Sent
C100771,2024-12-05,Second Reminder
C100771,2026-01-21,Reminder Sent
C100771,2026-02-04,Second Reminder
C100771,2026-02-11,Arrangement Agreed
C100772,2023-09-21,Reminder Sent
C100772,2023-10-05,Second Reminder
C100772,2023-10-12,Arrangement Agreed
C100772,2024-01-21,Reminder Sent
C100772,2024-02-04,Second Reminder
C100772,2024-02-21,Reminder Sent
C100772,2024-03-06,Second Reminder
C100772,2024-11-21,Reminder Sent
C100772,2024-12-05,Second Reminder
C100773,2024-05-21,Reminder Sent
C100773,2024-06-04,Second Reminder
C100773,2024-06-11,Arrangement Agreed
C100774,2022-02-21,Reminder Sent
C100774,2022-03-07,Second Reminder
C100774,2023-11-21,Reminder Sent
C100774,2023-12-05,Second Reminder
C100774,2024-01-21,Reminder Sent
C100774,2024-02-04,Second Reminder
C100774,2024-02-11,Arrangement Agreed
C100774,2024-02-28,Arrangement Broken
C100774,2024-04-21,Reminder Sent
C100774,2024-05-05,Second Reminder
C100774,2024-05-12,Arrangement Agreed
C100775,2023-04-21,Reminder Sent
C100775,2023-05-05,Second Reminder
C100775,2023-05-12,Arrangement Agreed
C100775,2024-02-21,Reminder Sent
C100775,2024-07-21,Reminder Sent
C100775,2024-08-04,Second Reminder
C100775,2024-08-11,Arrangement Agreed
C100775,2024-09-07,Arrangement Broken
C100775,2024-11-21,Reminder Sent
C100775,2025-09-21,Reminder Sent
C100775,2025-10-05,Second Reminder
C100776,2025-06-21,Reminder Sent
C100776,2025-11-21,Reminder Sent
C100776,2025-12-05,Second Reminder
C100776,2025-12-12,Arrangement Agreed
C100776,2025-12-21,Reminder Sent
C100776,2026-01-04,Second Reminder
C100776,2026-01-11,Arrangement Agreed
C100776,2026-01-18,Arrangement Broken
C100776,2026-01-29,Arrangement Broken
C100777,2023-01-21,Reminder Sent
C100777,2023-06-21,Reminder Sent
C100777,2023-07-05,Second Reminder
C100777,2023-12-21,Reminder Sent
C100777,2024-01-04,Second Reminder
C100777,2024-06-21,Reminder Sent
C100777,2024-07-05,Second Reminder
C100777,2024-10-21,Reminder Sent
C100777,2024-12-21,Reminder Sent
C100777,2025-01-04,Second Reminder
C100777,2025-01-11,Arrangement Agreed
C100777,2025-03-21,Reminder Sent
C100777,2025-04-04,Second Reminder
C100778,2022-08-21,Reminder Sent
C100778,2022-09-04,Second Reminder
C100779,2022-06-21,Reminder Sent
C100779,2022-07-05,Second Reminder
C100779,2022-07-12,Arrangement Agreed
C100779,2022-08-21,Reminder Sent
C100779,2022-09-21,Reminder Sent
C100779,2023-02-21,Reminder Sent
C100779,2023-03-07,Second Reminder
C100779,2023-03-14,Arrangement Agreed
C100779,2024-11-21,Reminder Sent
C100779,2024-12-05,Second Reminder
C100779,2025-06-21,Reminder Sent
C100779,2025-07-05,Second Reminder
C100780,2022-10-21,Reminder Sent
C100780,2022-11-04,Second Reminder
C100780,2022-12-21,Reminder Sent
C100780,2023-01-04,Second Reminder
C100780,2023-01-11,Arrangement Agreed
C100780,2023-05-21,Reminder Sent
C100780,2023-06-04,Second Reminder
C100780,2023-06-11,Arrangement Agreed
C100780,2023-08-06,Arrangement Broken
C100780,2025-02-21,Reminder Sent
C100781,2024-06-21,Reminder Sent
C100781,2024-07-05,Second Reminder
C100781,2024-07-21,Reminder Sent
C100781,2024-08-04,Second Reminder
C100781,2025-02-21,Reminder Sent
C100781,2025-03-07,Second Reminder
C100781,2025-03-14,Arrangement Agreed
C100781,2026-01-21,Reminder Sent
C100781,2026-02-04,Second Reminder
C100782,2022-06-21,Reminder Sent
C100782,2022-07-05,Second Reminder
C100782,2022-09-21,Reminder Sent
C100782,2022-10-21,Reminder Sent
C100782,2022-11-04,Second Reminder
C100782,2022-11-21,Reminder Sent
C100782,2022-12-05,Second Reminder
C100782,2022-12-21,Reminder Sent
C100782,2023-01-21,Reminder Sent
C100782,2023-02-21,Reminder Sent
C100782,2024-01-21,Reminder Sent
C100782,2024-02-04,Second Reminder
C100782,2024-02-21,Reminder Sent
C100782,2024-03-06,Second Reminder
C100782,2024-03-13,Arrangement Agreed
C100782,2024-04-21,Reminder Sent
C100782,2024-05-05,Second Reminder
C100782,2024-06-21,Reminder Sent
C100782,2024-07-05,Second Reminder
C100782,2024-10-21,Reminder Sent
C100782,2024-11-04,Second Reminder
C100783,2022-04-21,Reminder Sent
C100783,2025-02-21,Reminder Sent
C100783,2025-03-07,Second Reminder
C100783,2025-03-14,Arrangement Agreed
C100784,2023-09-21,Reminder Sent
C100784,2023-10-05,Second Reminder
C100784,2024-06-21,Reminder Sent
C100784,2024-07-05,Second Reminder
C100784,2025-06-21,Reminder Sent
C100785,2022-05-21,Reminder Sent
C100785,2022-06-04,Second Reminder
C100785,2022-08-21,Reminder Sent
C100785,2022-09-04,Second Reminder
C100785,2022-09-21,Reminder Sent
C100785,2022-10-05,Second Reminder
C100785,2022-10-12,Arrangement Agreed
C100785,2022-11-21,Reminder Sent
C100785,2023-08-21,Reminder Sent
C100785,2023-09-04,Second Reminder
C100785,2023-09-11,Arrangement Agreed
C100785,2024-03-21,Reminder Sent
C100785,2024-08-21,Reminder Sent
C100785,2024-09-04,Second Reminder
C100785,2024-09-11,Arrangement Agreed
C100785,2024-09-25,Arrangement Broken
C100785,2025-02-21,Reminder Sent
C100785,2025-03-07,Second Reminder
C100785,2025-04-21,Reminder Sent
C100785,2025-05-05,Second Reminder
C100785,2025-05-12,Arrangement Agreed
C100785,2025-07-08,Arrangement Broken
C100785,2025-11-21,Reminder Sent
C100786,2025-01-21,Reminder Sent
C100786,2025-02-04,Second Reminder
C100786,2025-03-21,Reminder Sent
C100786,2025-04-04,Second Reminder
C100786,2025-04-11,Arrangement Agreed
C100786,2025-05-07,Arrangement Broken
C100786,2025-10-21,Reminder Sent
C100786,2025-11-04,Second Reminder
C100787,2022-12-21,Reminder Sent
C100787,2023-01-04,Second Reminder
C100787,2023-01-11,Arrangement Agreed
C100787,2023-04-21,Reminder Sent
C100787,2023-05-21,Reminder Sent
C100787,2023-06-04,Second Reminder
C100788,2022-04-21,Reminder Sent
C100788,2022-05-05,Second Reminder
C100788,2022-06-21,Reminder Sent
C100788,2022-07-05,Second Reminder
C100788,2022-07-12,Arrangement Agreed
C100788,2022-09-21,Reminder Sent
C100788,2023-08-21,Reminder Sent
C100788,2023-09-04,Second Reminder
C100788,2025-02-21,Reminder Sent
C100788,2025-03-07,Second Reminder
C100788,2025-04-21,Reminder Sent
C100788,2025-05-05,Second Reminder
C100789,2022-04-21,Reminder Sent
C100789,2022-05-05,Second Reminder
C100789,2022-05-12,Arrangement Agreed
C100789,2022-12-21,Reminder Sent
C100789,2023-01-04,Second Reminder
C100789,2023-01-11,Arrangement Agreed
C100789,2023-01-21,Reminder Sent
C100789,2023-02-04,Second Reminder
C100789,2023-02-09,Arrangement Broken
C100789,2023-09-21,Reminder Sent
C100789,2023-10-05,Second Reminder
C100789,2025-07-21,Reminder Sent
C100789,2025-08-04,Second Reminder
C100789,2025-08-11,Arrangement Agreed
C100789,2025-11-21,Reminder Sent
C100790,2023-07-21,Reminder Sent
C100790,2023-12-21,Reminder Sent
C100790,2024-06-21,Reminder Sent
C100790,2024-07-05,Second Reminder
C100791,2022-04-21,Reminder Sent
C100791,2022-05-05,Second Reminder
C100791,2022-05-21,Reminder Sent
C100791,2022-11-21,Reminder Sent
C100791,2024-12-21,Reminder Sent
C100791,2025-04-21,Reminder Sent
C100791,2025-06-21,Reminder Sent
C100791,2025-07-05,Second Reminder
C100791,2025-07-12,Arrangement Agreed
C100792,2023-12-21,Reminder Sent
C100792,2024-01-04,Second Reminder
C100792,2024-01-11,Arrangement Agreed
C100792,2024-08-21,Reminder Sent
C100792,2024-09-04,Second Reminder
C100792,2024-09-11,Arrangement Agreed
C100792,2025-12-21,Reminder Sent
C100792,2026-01-04,Second Reminder
C100792,2026-01-11,Arrangement Agreed
C100793,2022-03-21,Reminder Sent
C100793,2022-04-04,Second Reminder
C100793,2023-06-21,Reminder Sent
C100793,2023-07-05,Second Reminder
C100793,2023-11-21,Reminder Sent
C100793,2025-06-21,Reminder Sent
C100793,2025-07-05,Second Reminder
C100793,2025-07-12,Arrangement Agreed
C100793,2025-08-25,Arrangement Broken
C100794,2023-02-21,Reminder Sent
C100794,2023-03-21,Reminder Sent
C100794,2023-04-04,Second Reminder
C100794,2023-04-11,Arrangement Agreed
C100794,2023-07-21,Reminder Sent
C100794,2023-08-04,Second Reminder
C100794,2024-01-21,Reminder Sent
C100794,2024-02-04,Second Reminder
C100794,2024-06-21,Reminder Sent
C100794,2024-07-05,Second Reminder
C100795,2022-12-21,Reminder Sent
C100795,2023-01-04,Second Reminder
C100795,2024-04-21,Reminder Sent
C100795,2024-05-21,Reminder Sent
C100795,2024-06-04,Second Reminder
C100795,2024-06-11,Arrangement Agreed
C100795,2025-01-21,Reminder Sent
C100795,2025-02-04,Second Reminder
C100795,2025-04-21,Reminder Sent
C100795,2025-05-05,Second Reminder
C100795,2025-07-21,Reminder Sent
C100795,2025-10-21,Reminder Sent
C100795,2025-11-04,Second Reminder
C100795,2026-01-21,Reminder Sent
C100795,2026-02-04,Second Reminder
C100795,2026-02-11,Arrangement Agreed
C100795,2026-03-29,Arrangement Broken
C100796,2023-06-21,Reminder Sent
C100797,2022-06-21,Reminder Sent
C100797,2022-07-05,Second Reminder
C100797,2022-12-21,Reminder Sent
C100797,2023-03-21,Reminder Sent
C100797,2023-05-21,Reminder Sent
C100797,2023-06-04,Second Reminder
C100797,2023-06-21,Reminder Sent
C100797,2023-07-05,Second Reminder
C100797,2023-09-21,Reminder Sent
C100797,2023-11-21,Reminder Sent
C100797,2023-12-05,Second Reminder
C100797,2023-12-12,Arrangement Agreed
C100797,2024-03-21,Reminder Sent
C100797,2024-04-21,Reminder Sent
C100797,2024-05-05,Second Reminder
C100797,2024-09-21,Reminder Sent
C100797,2025-01-21,Reminder Sent
C100797,2025-02-04,Second Reminder
C100797,2025-02-11,Arrangement Agreed
C100797,2025-03-12,Arrangement Broken
C100797,2026-01-21,Reminder Sent
C100798,2022-05-21,Reminder Sent
C100798,2022-10-21,Reminder Sent
C100798,2022-11-04,Second Reminder
C100798,2022-11-11,Arrangement Agreed
C100798,2022-12-02,Arrangement Broken
C100798,2023-06-21,Reminder Sent
C100798,2023-07-05,Second Reminder
C100798,2024-07-21,Reminder Sent
C100798,2024-08-21,Reminder Sent
C100798,2025-01-21,Reminder Sent
C100798,2025-12-21,Reminder Sent
C100798,2026-01-04,Second Reminder
C100798,2026-01-11,Arrangement Agreed
C100799,2022-11-21,Reminder Sent
C100799,2022-12-05,Second Reminder
C100799,2022-12-12,Arrangement Agreed
C100799,2022-12-30,Arrangement Broken
C100799,2023-04-21,Reminder Sent
C100799,2023-05-05,Second Reminder
C100799,2023-06-21,Reminder Sent
C100799,2024-03-21,Reminder Sent
C100799,2024-11-21,Reminder Sent
C100799,2024-12-05,Second Reminder
C100800,2024-10-21,Reminder Sent
C100800,2024-11-04,Second Reminder
C100801,2023-07-21,Reminder Sent
C100801,2023-08-04,Second Reminder
C100801,2024-04-21,Reminder Sent
C100801,2024-05-05,Second Reminder
C100801,2024-08-21,Reminder Sent
C100801,2024-09-21,Reminder Sent
C100801,2024-10-05,Second Reminder
C100801,2024-10-12,Arrangement Agreed
C100802,2022-03-21,Reminder Sent
C100802,2022-04-04,Second Reminder
C100802,2022-05-21,Reminder Sent
C100802,2022-06-04,Second Reminder
C100802,2022-06-11,Arrangement Agreed
C100802,2022-07-21,Reminder Sent
C100802,2022-08-04,Second Reminder
C100802,2022-08-21,Reminder Sent
C100802,2022-10-21,Reminder Sent
C100802,2022-11-04,Second Reminder
C100802,2023-01-21,Reminder Sent
C100802,2023-04-21,Reminder Sent
C100802,2023-05-05,Second Reminder
C100802,2023-05-12,Arrangement Agreed
C100802,2023-11-21,Reminder Sent
C100802,2023-12-05,Second Reminder
C100802,2024-01-21,Reminder Sent
C100802,2024-02-04,Second Reminder
C100802,2024-02-11,Arrangement Agreed
C100802,2024-03-16,Arrangement Broken
C100802,2024-11-21,Reminder Sent
C100802,2024-12-05,Second Reminder
C100802,2025-11-21,Reminder Sent
C100802,2025-12-05,Second Reminder
C100803,2023-04-21,Reminder Sent
C100803,2023-05-05,Second Reminder
C100803,2023-06-21,Reminder Sent
C100803,2023-07-05,Second Reminder
C100803,2023-12-21,Reminder Sent
C100803,2024-01-04,Second Reminder
C100803,2025-10-21,Reminder Sent
C100803,2025-12-21,Reminder Sent
C100803,2026-01-21,Reminder Sent
C100803,2026-02-04,Second Reminder
C100804,2023-04-21,Reminder Sent
C100804,2023-10-21,Reminder Sent
C100804,2024-07-21,Reminder Sent
C100804,2024-08-04,Second Reminder
C100804,2025-01-21,Reminder Sent
C100804,2025-02-04,Second Reminder
C100804,2025-02-11,Arrangement Agreed
C100804,2025-03-02,Arrangement Broken
C100804,2025-09-21,Reminder Sent
C100804,2025-10-05,Second Reminder
C100805,2022-05-21,Reminder Sent
C100805,2022-06-04,Second Reminder
C100805,2023-02-21,Reminder Sent
C100805,2024-04-21,Reminder Sent
C100805,2024-05-05,Second Reminder
C100805,2024-05-12,Arrangement Agreed
C100805,2024-09-21,Reminder Sent
C100805,2024-10-05,Second Reminder
C100805,2024-10-12,Arrangement Agreed
C100806,2022-02-21,Reminder Sent
C100806,2022-03-07,Second Reminder
C100806,2022-03-14,Arrangement Agreed
C100806,2022-03-21,Reminder Sent
C100806,2022-04-04,Second Reminder
C100806,2022-06-21,Reminder Sent
C100806,2022-07-05,Second Reminder
C100806,2022-07-12,Arrangement Agreed
C100806,2022-08-17,Arrangement Broken
C100806,2024-12-21,Reminder Sent
C100806,2025-01-04,Second Reminder
C100807,2023-08-21,Reminder Sent
C100807,2023-09-04,Second Reminder
C100807,2026-01-21,Reminder Sent
C100807,2026-02-04,Second Reminder
C100808,2022-07-21,Reminder Sent
C100808,2022-08-04,Second Reminder
C100808,2024-05-21,Reminder Sent
